"id","feature","fc","pval","qval","gene_name","de"
"ENSG00000122861","gene",1.42985906408256,0,0,"PLAU",0.515872952899142
"ENSG00000137331","gene",2.1234293346176,0,0,"IER3",1.08639609818703
"ENSG00000163220","gene",2.38113859961659,0,0,"S100A9",1.25165159841587
"ENSG00000163739","gene",2.85313198176833,0,0,"CXCL1",1.512546485454
"ENSG00000169429","gene",4.45933115564293,0,0,"CXCL8",2.15682734001153
"ENSG00000136244","gene",3.74863454073794,8.88178419700125E-16,1.55938753973065E-12,"IL6",1.90636518226374
"ENSG00000145901","gene",2.12595077996585,8.88178419700125E-16,1.55938753973065E-12,"TNIP1",1.08810819596536
"ENSG00000122641","gene",2.63119198952385,1.99840144432528E-15,3.07004421884471E-12,"INHBA",1.39571652111059
"ENSG00000134339","gene",3.94209424308674,1.58761892521397E-14,2.07398542784176E-11,"SAA2",1.97896226709896
"ENSG00000077150","gene",1.87546387415906,1.68753899743024E-14,2.07398542784176E-11,"NFKB2",0.90724747357068
"ENSG00000118503","gene",2.48237709042462,6.65023591750469E-14,7.43012722055751E-11,"TNFAIP3",1.31172228757253
"ENSG00000163207","gene",2.03117225564659,1.01474384450739E-13,1.03926682074966E-10,"IVL",1.0223125940551
"ENSG00000115112","gene",0.581389195341316,2.52908805009611E-13,2.39096093351393E-10,"TFCP2L1",-0.782423834511156
"ENSG00000163874","gene",2.63488480476706,5.12034858957122E-13,4.49493458327359E-10,"ZC3H12A",1.39773988967117
"ENSG00000143546","gene",4.26505598785449,5.54001289287953E-13,4.53911723023263E-10,"S100A8",2.09256468008281
"ENSG00000276980","gene",2.13704644483712,6.16950934784199E-13,4.73895436781113E-10,"AC008760.2",1.09561826270435
"ENSG00000111331","gene",2.02399314608448,7.68718422250458E-13,5.55738200556361E-10,"OAS3",1.01720440459414
"ENSG00000140519","gene",2.50817964795027,8.78630501688349E-13,5.71064131655045E-10,"RHCG",1.32664068463316
"ENSG00000115009","gene",7.54881773664356,8.82849349181924E-13,5.71064131655045E-10,"CCL20",2.91625071343906
"ENSG00000125538","gene",2.11831785552377,2.31148433726958E-12,1.42040712525215E-09,"IL1B",1.08291908327823
"ENSG00000157601","gene",3.42564346704423,3.64264174379514E-12,2.13181271577344E-09,"MX1",1.77637500691129
"ENSG00000123689","gene",1.94409751454267,6.49902354155074E-12,3.63059087843903E-09,"G0S2",0.959100585311371
"ENSG00000166920","gene",2.18185516160422,2.38107311645308E-11,1.2723212435308E-08,"C15orf48",1.12555533421386
"ENSG00000134070","gene",2.30827857654086,3.20039550416595E-11,1.60008605510652E-08,"IRAK2",1.20681734735478
"ENSG00000136688","gene",5.60538062713711,3.31233929173891E-11,1.60008605510652E-08,"IL36G",2.48681234095911
"ENSG00000163734","gene",2.95077061979118,3.38504779762161E-11,1.60008605510652E-08,"CXCL3",1.56109177622509
"ENSG00000092295","gene",1.70519606984474,3.98509003574077E-11,1.8139539458983E-08,"TGM1",0.769937635278413
"ENSG00000099194","gene",0.8569770473885,4.60805837931844E-11,2.0226084814937E-08,"SCD",-0.222671530062105
"ENSG00000243649","gene",4.32651428702338,4.85795847993131E-11,2.05066673641952E-08,"CFB",2.11320516674201
"ENSG00000163735","gene",4.38930115180631,5.00569585781818E-11,2.05066673641952E-08,"CXCL5",2.1339912575096
"ENSG00000101825","gene",0.504317142225092,5.64617241849419E-11,2.23843416204173E-08,"MXRA5",-0.987596830165575
"ENSG00000113070","gene",2.19343849041163,6.66735555654441E-11,2.56068124343534E-08,"HBEGF",1.13319425008984
"ENSG00000115008","gene",2.34944082004519,1.22439391958551E-10,4.55993977930482E-08,"IL1A",1.23231742821887
"ENSG00000125730","gene",2.17074270759062,1.64121383150473E-10,5.93250529093915E-08,"C3",1.11818873724714
"ENSG00000185479","gene",2.63882388968392,1.78320247457009E-10,6.26158811784754E-08,"KRT6B",1.39989507102884
"ENSG00000120875","gene",1.61570063889577,2.25945484544354E-10,7.71352779180587E-08,"DUSP4",0.692159916661133
"ENSG00000108342","gene",4.05455330735178,2.85632961727345E-10,9.48764621521369E-08,"CSF3",2.01954298059142
"ENSG00000115919","gene",1.70220879083193,3.82680664934298E-10,1.23766983474803E-07,"KYNU",0.767408007072832
"ENSG00000178726","gene",0.540607420705097,4.14820844341079E-10,1.30721748126971E-07,"THBD",-0.887346779572346
"ENSG00000163993","gene",1.70246016500064,4.31084723473418E-10,1.32450781287208E-07,"S100P",0.76762104174491
"ENSG00000124795","gene",0.696723604119083,6.6377614516E-10,1.98970946927229E-07,"DEK",-0.521341654074756
"ENSG00000025708","gene",2.12217007149868,6.95519197790873E-10,2.03522165258329E-07,"TYMP",1.08554027900282
"ENSG00000149218","gene",0.685263878495987,7.71419150780162E-10,2.20482357281121E-07,"ENDOD1",-0.545268452960603
"ENSG00000189343","gene",0.577790700731606,7.99878385748798E-10,2.23420576383016E-07,"RPS2P46",-0.791381110293172
"ENSG00000198695","gene",0.627012450347704,9.43141786891033E-10,2.57582501353129E-07,"MT-ND6",-0.673434004529018
"ENSG00000177494","gene",1.58373123475389,1.04923181254435E-09,2.80327369047175E-07,"ZBED2",0.663327525324792
"ENSG00000021355","gene",1.79690067820642,1.0898242308599E-09,2.84977442495068E-07,"SERPINB1",0.84551066760183
"ENSG00000142627","gene",1.4777787833225,1.22989041173582E-09,3.14903190838193E-07,"EPHA2",0.56343032084407
"ENSG00000169242","gene",1.70632071842444,1.29466815046442E-09,3.24723909575667E-07,"EFNA1",0.770888839735636
"ENSG00000161638","gene",1.35933307759526,1.54521662132368E-09,3.79814245521359E-07,"ITGA5",0.442899003212002
"ENSG00000090339","gene",2.93890248405014,1.60549540328958E-09,3.8303136427566E-07,"ICAM1",1.55527748960806
"ENSG00000240065","gene",2.98011366677137,1.62063718001093E-09,3.8303136427566E-07,"PSMB9",1.57536735866058
"ENSG00000169252","gene",1.49163595365443,1.70284386591391E-09,3.94867002114753E-07,"ADRB2",0.576895476650188
"ENSG00000173432","gene",3.61745905717761,2.99426661243274E-09,6.81472901237007E-07,"SAA1",1.85497668825912
"ENSG00000268104","gene",2.3563946845629,3.19459858566518E-09,7.13847574869546E-07,"SLC6A14",1.23658120375764
"ENSG00000059378","gene",1.63266115851724,3.51217432914552E-09,7.70796830449973E-07,"PARP12",0.707225405932919
"ENSG00000163682","gene",0.684561614634054,4.84414641732656E-09,1.0444659555955E-06,"RPL9",-0.546747696389565
"ENSG00000183963","gene",1.64043675592517,5.31218002919331E-09,1.12563263032389E-06,"SMTN",0.714079974428147
"ENSG00000154764","gene",1.46434076713302,5.51580325858225E-09,1.14896986521993E-06,"WNT7A",0.550251322642179
"ENSG00000196611","gene",1.92404132532791,6.04177763374736E-09,1.23755745197925E-06,"MMP1",0.944139786220934
"ENSG00000078401","gene",1.99379552623176,7.31388549723988E-09,1.47356807805046E-06,"EDN1",0.995517461683229
"ENSG00000136235","gene",0.458244334948839,1.11545059855445E-08,2.21111094455389E-06,"GPNMB",-1.12581104934694
"ENSG00000160752","gene",1.39507275767296,1.99542544709885E-08,3.89266329283252E-06,"FDPS",0.480340365349607
"ENSG00000181333","gene",2.03893306086608,2.06787094114702E-08,3.97095841667139E-06,"HEPHL1",1.02781441177344
"ENSG00000165949","gene",2.53905053367493,2.67263515763005E-08,5.03869020675468E-06,"IFI27",1.34428910863517
"ENSG00000103187","gene",1.24698220644742,2.7058873364183E-08,5.03869020675468E-06,"COTL1",0.318440879078396
