id,feature,fc,pval,qval,gene_name,de
ENSG00000187608,gene,12.1858206737131,1.42231511999213e-05,0.0679916132558773,ISG15,3.60713150984083
ENSG00000157601,gene,13.2048730050103,1.74401426311643e-05,0.0679916132558773,MX1,3.7229985216538
ENSG00000148248,gene,0.254017883983007,2.10045144442006e-05,0.0679916132558773,SURF4,-1.97699802219969
ENSG00000165949,gene,6.48269011154946,3.55722659208801e-05,0.0863605685894168,IFI27,2.69659261021361
ENSG00000115267,gene,2.47845728601468,7.30274776319373e-05,0.0921928856724199,IFIH1,1.3094423954692
ENSG00000201675,gene,8.69348205648373,7.5673151783251e-05,0.0921928856724199,SNORD32A,3.11993414475317
ENSG00000089127,gene,2.36359696069298,8.46528148439329e-05,0.0921928856724199,OAS1,1.24098404889021
ENSG00000109084,gene,0.667933668655756,9.09419590529037e-05,0.0921928856724199,TMEM97,-0.582223256638539
ENSG00000126709,gene,22.8753910190139,9.3051455779869e-05,0.0921928856724199,IFI6,4.515724499109
ENSG00000185745,gene,7.75907130632134,9.49365520259704e-05,0.0921928856724199,IFIT1,2.95588398463611
ENSG00000236671,gene,1.55167177710198,0.000134697654724514,0.118913538639068,PRKG1-AS1,0.633823418590867
ENSG00000172731,gene,0.866246481919421,0.000170382102610445,0.137881716537502,LRRC20,-0.207150506832559
ENSG00000081041,gene,1.82132677268599,0.000195589726047274,0.139592753588898,CXCL2,0.864989786147822
ENSG00000213740,gene,1.46434338723187,0.00020124586038972,0.139592753588898,SERBP1P1,0.550253904008701
ENSG00000115415,gene,2.41680254840553,0.000257474926999679,0.166689267739592,STAT1,1.2730996104339
ENSG00000130517,gene,0.325010801942479,0.000282541529484148,0.171485049551285,PGPEP1,-1.62144042705435
ENSG00000130589,gene,2.66206555855,0.000314748311702862,0.179795344408617,HELZ2,1.41254610086301
ENSG00000111331,gene,2.5878008670268,0.000390058783695357,0.210436713803645,OAS3,1.37172660527241
ENSG00000149806,gene,0.74528718055431,0.000449494741655898,0.229739128222128,FAU,-0.424131650349134
ENSG00000143776,gene,0.674590050221452,0.000498060344928941,0.241833200480247,CDC42BPA,-0.567917055217995
ENSG00000164073,gene,0.451875231469778,0.000548567426208679,0.253673251233928,MFSD8,-1.14600361381345
ENSG00000064199,gene,1.23610482546402,0.000627211312384635,0.273995770768156,SPA17,0.305801093375366
ENSG00000121060,gene,1.43799352076964,0.000648944776816762,0.273995770768156,TRIM25,0.524057175377654
ENSG00000002549,gene,1.94002574476414,0.000695032430432563,0.281227497163776,LAP3,0.956075797565553
ENSG00000039068,gene,1.4479410355506,0.000759653130214089,0.295079661900361,CDH1,0.534002852800391
ENSG00000287037,gene,1.71444623090159,0.000800705774364419,0.297935014897702,AC097709.1,0.777742658646222
ENSG00000138496,gene,5.11465057014599,0.00082836426755617,0.297935014897702,PARP9,2.35463567927897
ENSG00000163840,gene,2.3896502620663,0.0008747401268554,0.298954595091095,DTX3L,1.25679948761872
ENSG00000214274,gene,0.342405416107472,0.000892769360276158,0.298954595091095,ANG,-1.54622257267636
ENSG00000106785,gene,1.96843883138056,0.00104052681712863,0.336818530704537,TRIM14,0.977051881897491
ENSG00000008853,gene,0.85899501960798,0.00116567711289384,0.365157756235873,RHOBTB2,-0.219278328142598
ENSG00000175334,gene,0.512963290906266,0.00138815780364965,0.421262513476304,BANF1,-0.963072508669897
ENSG00000165806,gene,1.30483252531544,0.00145571938162936,0.425554113466197,CASP7,0.383864649399136
ENSG00000160691,gene,0.73129249542112,0.0015330406580224,0.425554113466197,SHC1,-0.451479537831173
ENSG00000135899,gene,1.92735317144571,0.0015337652117513,0.425554113466197,SP110,0.946620957730118
ENSG00000171246,gene,0.830530913993624,0.00166008507182325,0.444131997010822,NPTX1,-0.267894225754201
ENSG00000250151,gene,1.78351002332042,0.00169219275969523,0.444131997010822,ARPC4-TTLL3,0.834719323768855
ENSG00000137628,gene,2.48451662534248,0.00176718526505915,0.451608844973404,DDX60,1.31296519583002
ENSG00000157036,gene,3.54326086353492,0.00187986792720973,0.468087113875224,EXOG,1.82507768410541
ENSG00000213614,gene,0.882018325327446,0.00193608620970176,0.470033329560345,HEXA,-0.181119464519099
ENSG00000213123,gene,1.27933641679458,0.00200959131871337,0.475979056000622,TCTEX1D2,0.355395688005123
ENSG00000257452,gene,2.18665977533613,0.00220519748318848,0.487094781900175,AC004551.1,1.12872876742827
ENSG00000100911,gene,1.44454437754222,0.00221482729808842,0.487094781900175,PSME2,0.530614525312464
ENSG00000119917,gene,2.95120075815079,0.00224299051770183,0.487094781900175,IFIT3,1.56130206476757
ENSG00000173137,gene,0.8178886453544,0.002257158396201,0.487094781900175,ADCK5,-0.290023659704086
ENSG00000101049,gene,0.440564497405308,0.0024593980500649,0.493619507556608,SGK2,-1.18257485377727
ENSG00000105696,gene,2.94078211652611,0.00250913603967118,0.493619507556608,TMEM59L,1.55619989845424
ENSG00000285437,gene,3.41494473592974,0.00259264882336763,0.493619507556608,POLR2J3,1.77186223156215
ENSG00000235522,gene,0.798593629306137,0.00276197929933264,0.493619507556608,AC010978.1,-0.32446653181335
ENSG00000166848,gene,1.16085296062692,0.00281051593924997,0.493619507556608,TERF2IP,0.215185244891939
ENSG00000171606,gene,1.32582397107571,0.00296387331004611,0.493619507556608,ZNF274,0.406889242332718
ENSG00000267125,gene,1.22402237006225,0.00311723043757517,0.493619507556608,AC012615.3,0.291629924765007
ENSG00000240489,gene,1.28972079155841,0.00312517535822687,0.493619507556608,SETP14,0.367058773995143
